date,KPC4,KPB8,dayofweek,quarter,dayofyear,dayofmonth,weekofyear,KPC4_lag_1,KPB8_lag_1,KPC4_lag_3,KPB8_lag_3,KPC4_lag_6,KPB8_lag_6,KPC4_lag_12,KPB8_lag_12,KPC4_window_3_mean,KPC4_window_3_std,KPB8_window_3_mean,KPB8_window_3_std,KPC4_window_6_mean,KPC4_window_6_std,KPB8_window_6_mean,KPB8_window_6_std
2015-12-01,60.4,78.2,1,4,335,1,49,59.7,71.1,57.6,72.7,56.6,70.5,53.6,61.4,58.26666666666667,1.2423096769051472,71.33333333333333,1.2662279942136891,57.31666666666666,1.3731957859919088,71.35000000000001,1.2421755109483599
2016-01-01,62.3,75.2,4,1,1,1,53,60.4,78.2,57.5,70.2,56.9,70.5,53.6,67.2,59.199999999999996,1.513274595041757,73.16666666666664,4.382160806420751,57.95000000000001,1.789692711053846,72.63333333333334,2.9676028485406243
2016-02-01,61.3,73.3,0,1,32,1,5,62.3,75.2,59.7,71.1,55.6,73.1,53.8,67.0,60.800000000000004,1.3453624047068897,74.83333333333333,3.5641735835015056,58.849999999999994,2.40728062344199,73.41666666666667,2.9116432931707807
2016-03-01,61.6,73.8,1,1,61,1,9,61.3,73.3,60.4,78.2,57.6,72.7,54.4,69.0,61.333333333333336,0.9504384952915236,75.56666666666666,2.4704925284910018,59.800000000000004,1.949358868961602,73.45,2.908436005828514
2016-04-01,64.2,75.5,4,2,92,1,13,61.6,73.8,62.3,75.2,57.5,70.2,56.0,66.6,61.73333333333333,0.5131601439433827,74.1,0.9848857801779295,60.46666666666667,1.7165857586109499,73.63333333333333,2.886289428776397
2016-05-01,65.8,81.5,6,2,122,1,17,64.2,75.5,61.3,73.3,59.7,71.1,54.7,68.4,62.366666666666674,1.594783161853665,74.19999999999999,1.15325625946564,61.583333333333336,1.5740605663906155,74.51666666666667,2.3945076042197786
2016-06-01,66.6,80.8,2,2,153,1,22,65.8,81.5,61.6,73.8,60.4,78.2,56.6,70.5,63.86666666666667,2.1197484127442814,76.93333333333332,4.045161719057687,62.6,2.020890892650885,76.25,3.0898220013456457
2016-07-01,67.5,81.0,4,3,183,1,26,66.6,80.8,64.2,75.5,62.3,75.2,56.9,70.5,65.53333333333333,1.2220201853209356,79.26666666666665,3.2807519463271637,63.63333333333333,2.2438062899158573,76.68333333333332,3.5639397675418514
2016-08-01,69.3,81.6,0,3,214,1,31,67.5,81.0,65.8,81.5,61.3,73.3,55.6,73.1,66.63333333333333,0.8504900548106269,81.09999999999998,0.36055512754072483,64.5,2.6015380066413227,77.64999999999999,3.8557748896946245
2016-09-01,73.0,84.8,3,3,245,1,35,69.3,81.6,66.6,80.8,61.6,73.8,57.6,72.7,67.8,1.3747727084861743,81.13333333333333,0.4163331998883047,65.83333333333333,2.6822875809029068,79.03333333333333,3.4506038118952778
2016-10-01,75.5,88.1,5,4,275,1,39,73.0,84.8,67.5,81.0,64.2,75.5,57.5,70.2,69.93333333333334,2.8041635710727792,82.46666666666665,2.0428737928049037,67.73333333333333,3.090415290323617,80.86666666666666,3.007767721528071
2016-11-01,76.9,90.9,1,4,306,1,44,75.5,88.1,69.3,81.6,65.8,81.5,59.7,71.1,72.60000000000001,3.1192947920961456,84.83333333333333,3.2501282025989173,69.61666666666666,3.8550832243501674,82.96666666666665,2.908378700696681
2016-12-01,75.7,90.7,3,4,336,1,48,76.9,90.9,73.0,84.8,66.6,80.8,60.4,78.2,75.13333333333333,1.9756855350311482,87.93333333333332,3.0534133905071874,71.46666666666665,4.295423921648032,84.53333333333332,4.203649208326752
2017-01-01,73.1,88.5,6,1,1,1,52,75.7,90.7,75.5,88.1,67.5,81.0,62.3,75.2,76.03333333333333,0.7571877794386663,89.89999999999999,1.562049935179746,72.98333333333333,3.8128292207580188,86.18333333333334,4.3842521217040105
2017-02-01,74.9,84.9,2,1,32,1,5,73.1,88.5,76.9,90.9,69.3,81.6,61.3,73.3,75.23333333333333,1.9425069712439493,90.03333333333332,1.3316656236940123,73.91666666666667,2.7352635461078028,87.43333333333334,3.6120169803955955
2017-03-01,75.9,89.1,2,1,60,1,9,74.9,84.9,75.7,90.7,73.0,84.8,61.6,73.8,74.56666666666668,1.3316656236951472,88.03333333333332,2.9280255007988845,74.85000000000001,1.538505768594834,87.98333333333333,2.6761290452192497
2017-04-01,77.3,90.7,5,2,91,1,13,75.9,89.1,73.1,88.5,75.5,88.1,64.2,75.5,74.63333333333334,1.4189197769188324,87.5,2.271563338319068,75.33333333333333,1.2738393409948732,88.7,2.18357505023285
2017-05-01,76.0,88.0,0,2,121,1,18,77.3,90.7,74.9,84.9,76.9,90.9,65.8,81.5,76.03333333333335,1.2055427546674888,88.23333333333333,2.9955522584873258,75.63333333333334,1.5108496505828284,89.13333333333333,2.2957932543384745
2017-06-01,78.5,89.9,3,2,152,1,22,76.0,88.0,75.9,89.1,75.7,90.7,66.6,80.8,76.39999999999999,0.7810249675893349,89.26666666666665,1.3576941236259399,75.48333333333333,1.40059511161015,88.65000000000002,2.15011627592542
2017-07-01,79.5,92.5,5,3,182,1,26,78.5,89.9,77.3,90.7,73.1,88.5,67.5,81.0,77.26666666666667,1.2503332888998822,89.53333333333335,1.3868429375125277,75.95,1.8737662607698915,88.51666666666667,2.0183326451965424
2017-08-01,81.2,94.8,1,3,213,1,31,79.5,92.5,76.0,88.0,74.9,84.9,69.3,81.6,78.0,1.8027756377313846,90.13333333333333,2.259055849979878,77.01666666666667,1.7440374613712342,89.18333333333334,2.591074423220233
2017-09-01,82.5,95.0,4,3,244,1,35,81.2,94.8,78.5,89.9,75.9,89.1,73.0,84.8,79.73333333333333,1.3650396819620263,92.39999999999999,2.451530134425181,78.06666666666666,2.0791023704152236,90.83333333333333,2.4671170759949854
2017-10-01,82.0,96.5,6,4,274,1,39,82.5,95.0,79.5,92.5,77.3,90.7,75.5,88.1,81.06666666666666,1.5044378795187434,94.09999999999998,1.389244398943035,79.16666666666667,2.4212944196578348,91.81666666666666,2.79243024383171
2017-11-01,83.9,98.0,2,4,305,1,44,82.0,96.5,81.2,94.8,76.0,88.0,76.9,90.9,81.89999999999999,0.6557438524282395,95.43333333333332,0.9291573243147596,79.95,2.456623699307541,92.78333333333335,3.2884140047545745
2017-12-01,85.8,98.7,4,4,335,1,48,83.9,98.0,82.5,95.0,78.5,89.9,75.7,90.7,82.8,0.9848857801782587,96.49999999999999,1.499999999998094,81.26666666666667,1.9886343722932291,94.45,2.8891175123209116
2018-01-01,83.5,94.2,0,1,1,1,1,85.8,98.7,82.0,96.5,79.5,92.5,73.1,88.5,83.89999999999999,1.8999999999992652,97.7333333333333,1.1239810200032156,82.48333333333333,2.1812076165890386,95.91666666666667,2.288594911002402
2018-02-01,86.0,98.5,3,1,32,1,5,83.5,94.2,83.9,98.0,81.2,94.8,74.9,84.9,84.39999999999999,1.2288205727432937,96.96666666666665,2.4214320831540084,83.14999999999999,1.6281891781974687,96.2,1.8428239199661558
2018-03-01,88.3,98.7,3,1,60,1,9,86.0,98.5,85.8,98.7,82.5,95.0,75.9,89.1,85.10000000000001,1.3892443989439325,97.13333333333333,2.542308662087972,83.95,1.6574076143180174,96.81666666666666,1.8988593067065567
2018-04-01,87.6,100.5,6,2,91,1,13,88.3,98.7,83.5,94.2,82.0,96.5,77.3,90.7,85.93333333333332,2.4006943440034867,97.13333333333333,2.542308662087972,84.91666666666667,2.2337561788758395,97.43333333333334,1.7884816651747135
2018-05-01,91.8,103.7,1,2,121,1,18,87.6,100.5,86.0,98.5,83.9,98.0,76.0,88.0,87.3,1.1789826122538298,99.23333333333333,1.1015141094544423,85.85000000000001,1.9191143790820075,98.10000000000001,2.0909328061894916
2018-06-01,90.6,103.3,4,2,152,1,22,91.8,103.7,88.3,98.7,85.8,98.7,78.5,89.9,89.23333333333333,2.2501851775642865,100.96666666666665,2.5324559884284135,87.16666666666667,2.8147231953899134,99.05000000000001,3.091763250962059
2018-07-01,91.9,102.1,6,3,182,1,26,90.6,103.3,87.6,100.5,83.5,94.2,79.5,92.5,90.0,2.1633307652776104,102.5,1.7435595774143622,87.96666666666665,3.0230227697895398,99.81666666666666,3.5272746797869536
2018-08-01,92.9,100.6,2,3,213,1,31,91.9,102.1,91.8,103.7,86.0,98.5,81.2,94.8,91.43333333333334,0.723417813804583,103.03333333333332,0.8326663997824079,89.36666666666667,2.4270695636231907,101.13333333333333,2.2571368294071514
2018-09-01,92.6,98.4,5,3,244,1,35,92.9,100.6,90.6,103.3,88.3,98.7,82.5,95.0,91.8,1.1532562594655333,102.0,1.352774925844436,90.51666666666667,2.129240866286876,101.48333333333333,1.902016473815665
2018-10-01,93.0,100.3,0,4,274,1,40,92.6,98.4,91.9,102.1,87.6,100.5,82.0,96.5,92.46666666666668,0.5131601439411242,100.36666666666666,1.8610033136260036,91.23333333333333,1.9500427345743194,101.43333333333334,1.9916492328384976
2018-11-01,95.0,101.7,3,4,305,1,44,93.0,100.3,92.9,100.6,91.8,103.7,83.9,98.0,92.83333333333333,0.20816659993772985,99.76666666666665,1.1930353445422603,92.13333333333333,0.9025888691237638,101.39999999999999,2.011964214393365
2018-12-01,95.3,101.5,5,4,335,1,48,95.0,101.7,92.6,98.4,90.6,103.3,85.8,98.7,93.53333333333335,1.2858201014642576,100.13333333333333,1.6563010998387429,92.66666666666667,1.4472963299428847,101.06666666666666,1.695484198294452
2019-01-01,95.1,97.2,1,1,1,1,1,95.3,101.5,93.0,100.3,91.9,102.1,83.5,94.2,94.43333333333332,1.2503332888991812,101.16666666666667,0.7571877794357832,93.45,1.3751363568750248,100.76666666666667,1.344123010243554
2019-02-01,97.3,98.6,4,1,32,1,5,95.1,97.2,95.0,101.7,92.9,100.6,86.0,98.5,95.13333333333333,0.15275252315224105,100.13333333333333,2.5423086620878745,93.98333333333333,1.2703018014102871,99.94999999999999,1.7874562931718228
2019-03-01,100.5,96.9,4,1,60,1,9,97.3,98.6,95.3,101.5,92.6,98.4,88.3,98.7,95.89999999999999,1.216552506057985,99.09999999999998,2.1931712199447317,94.71666666666665,1.7127949867588568,99.61666666666667,1.8280226110927182
2019-04-01,99.5,101.4,0,2,91,1,14,100.5,96.9,95.1,97.2,93.0,100.3,87.6,100.5,97.63333333333333,2.7153882472547317,97.56666666666666,0.9073771725844924,96.03333333333332,2.57811300502254,99.36666666666667,2.1087120871911957
2019-05-01,99.5,99.4,2,2,121,1,18,99.5,101.4,97.3,98.6,95.0,101.7,91.8,103.7,99.10000000000001,1.6370705543731476,98.96666666666665,2.2722969289525534,97.11666666666666,2.4086649137367444,99.55000000000001,2.249222087744913
2019-06-01,97.4,97.2,5,2,152,1,22,99.5,99.4,100.5,96.9,95.3,101.5,90.6,103.3,99.83333333333333,0.5773502691857424,99.23333333333333,2.254624876410077,97.86666666666666,2.316606713852504,99.16666666666667,1.9906447866624177
2019-07-01,104.4,101.9,0,3,182,1,27,97.4,97.2,99.5,101.4,95.1,97.2,91.9,102.1,98.8,1.21243556529641,99.33333333333333,2.100793500877028,98.21666666666665,1.9863702239679597,98.45,1.7409767373516574
2019-08-01,103.4,108.4,3,3,213,1,31,104.4,101.9,99.5,99.4,97.3,98.6,92.9,100.6,100.43333333333334,3.592121007612184,99.5,2.3515952032596488,99.76666666666667,2.6012817353502267,99.23333333333333,2.0886997550309303
2019-09-01,100.9,105.8,6,3,244,1,35,103.4,108.4,97.4,97.2,100.5,96.9,92.6,98.4,101.73333333333333,3.7859388971995593,102.5,5.624055476254944,100.78333333333335,2.6362220442646325,100.86666666666667,4.229263135188711
2019-10-01,101.1,102.2,1,4,274,1,40,100.9,105.8,104.4,101.9,99.5,101.4,93.0,100.3,102.90000000000002,1.8027756377306516,105.36666666666666,3.271594921949533,100.85000000000001,2.63267924366037,102.35000000000001,4.1191018438489175
2019-11-01,98.5,99.6,4,4,305,1,44,101.1,102.2,103.4,108.4,99.5,99.4,95.0,101.7,101.8,1.3892443989432874,105.46666666666665,3.113411847688312,101.11666666666667,2.5482673852378275,102.48333333333335,4.095078346828815
2019-12-01,102.1,93.2,6,4,335,1,48,98.5,99.6,100.9,105.8,97.4,97.2,95.3,101.5,100.16666666666667,1.4468356276124803,102.53333333333332,3.1134118476883925,100.95,2.7031463149448913,102.51666666666667,4.0656692765971805
2020-01-01,101.7,95.6,2,1,1,1,1,102.1,93.2,101.1,102.2,104.4,101.9,95.1,97.2,100.56666666666666,1.8583146486342828,98.33333333333331,4.631774318047806,101.73333333333333,2.0771775722520496,101.85000000000001,5.263363943335056
2020-02-01,103.1,96.4,5,1,32,1,5,101.7,95.6,98.5,99.6,103.4,108.4,97.3,98.6,100.76666666666667,1.973153144925337,96.13333333333333,3.233161507461021,101.28333333333335,1.6277796738707766,100.80000000000001,5.847392581313446
2020-03-01,114.7,112.3,6,1,61,1,9,103.1,96.4,102.1,93.2,100.9,105.8,100.5,96.9,102.3,0.7211102550895352,95.06666666666666,1.6653327995712603,101.23333333333333,1.5526321736544149,98.8,4.659613717895445
2020-04-01,133.9,183.4,2,2,92,1,14,114.7,112.3,101.7,95.6,101.1,102.2,99.5,101.4,106.5,7.135825109964159,101.43333333333332,9.419306414663799,103.53333333333335,5.684247238348028,99.88333333333333,6.852274561535471
2020-05-01,160.5,222.3,4,2,122,1,18,133.9,183.4,103.1,96.4,98.5,99.6,99.5,99.4,117.23333333333333,15.555492063362303,130.7,46.32677411605505,109.0,13.404924468269165,113.41666666666667,34.94432238099155
2020-06-01,172.0,220.1,0,2,153,1,23,160.5,222.3,114.7,112.3,102.1,93.2,97.4,97.2,136.36666666666667,22.99942028254899,172.66666666666666,55.779954583464054,119.33333333333333,23.66344579021976,133.86666666666667,55.24670729253163
2020-07-01,162.5,209.0,2,3,183,1,27,172.0,220.1,133.9,183.4,101.7,95.6,104.4,101.9,155.46666666666667,19.542347180759123,208.6,21.851544567832526,130.98333333333332,29.87389607444383,155.01666666666668,60.59615224308116
2020-08-01,161.3,206.9,5,3,214,1,31,162.5,209.0,160.5,222.3,103.1,96.4,103.4,108.4,165.0,6.144102863721436,217.13333333333333,7.129048557367439,141.11666666666667,28.22030592794259,173.91666666666666,55.857082511232804
2020-09-01,158.7,202.6,1,3,245,1,36,161.3,206.9,172.0,220.1,114.7,112.3,100.9,105.8,165.26666666666665,5.862024678668901,212.0,7.092954250520061,150.8166666666667,21.815078882889075,192.33333333333334,41.57906524522491
2020-10-01,168.0,206.0,3,4,275,1,40,158.7,202.6,162.5,209.0,133.9,183.4,101.1,102.2,160.83333333333334,1.9425069712420133,206.16666666666666,3.26241219549362,158.15,12.763659349888934,207.38333333333335,14.036725639075192
2020-11-01,175.8,210.6,6,4,306,1,44,168.0,206.0,161.3,206.9,160.5,222.3,98.5,99.6,162.66666666666666,4.798263574807408,205.16666666666666,2.267891825750454,163.83333333333334,5.093394414992283,211.15,8.083749130199696
2020-12-01,164.9,217.7,1,4,336,1,49,175.8,210.6,158.7,202.6,172.0,220.1,102.1,93.2,167.5,8.560957890329188,206.4,4.014971979973461,166.38333333333333,6.6751529320813985,209.20000000000002,5.998333101787874
2021-01-01,181.1,233.6,4,1,1,1,53,164.9,217.7,168.0,206.0,162.5,209.0,101.7,95.6,169.56666666666666,5.616345193568713,211.4333333333333,5.8943475748638985,165.20000000000002,6.083420090706224,208.79999999999998,5.145483456392033
2021-02-01,192.5,230.0,0,1,32,1,5,181.1,233.6,175.8,210.6,161.3,206.9,103.1,96.4,173.9333333333333,8.259741723160696,220.63333333333333,11.777237933119169,168.29999999999998,8.63597128295413,212.89999999999998,11.371191670181476
2021-03-01,191.4,224.8,0,1,60,1,9,192.5,230.0,164.9,217.7,158.7,202.6,114.7,112.3,179.5,13.869390758068189,227.1,8.337265738835827,173.5,12.22538342957018,216.75,12.759271139058262
2021-04-01,176.4,210.9,3,2,91,1,13,191.4,224.8,181.1,233.6,168.0,206.0,133.9,183.4,188.33333333333334,6.288349014909988,229.46666666666667,4.424176006139228,178.95000000000002,11.579766837031302,220.44999999999996,10.921858816154218
2021-05-01,166.6,205.5,5,2,121,1,17,176.4,210.9,192.5,230.0,175.8,210.6,160.5,222.3,186.76666666666665,8.994628026401063,221.9,9.874715185764465,180.35,10.44313171419427,221.26666666666665,9.745084230865961
2021-06-01,164.1,208.5,1,2,152,1,22,166.6,205.5,191.4,224.8,164.9,217.7,172.0,220.1,178.13333333333333,12.490529745904324,213.73333333333335,9.957074536896055,178.8166666666667,11.828341670186765,220.41666666666666,11.002802673258858
2021-07-01,162.4,208.5,3,3,182,1,26,164.1,208.5,176.4,210.9,181.1,233.6,162.5,209.0,169.03333333333333,6.501025560119094,208.29999999999998,2.7055498516886307,178.6833333333333,12.019553513615916,218.88333333333333,12.048471548983796
2021-08-01,166.5,207.5,6,3,213,1,30,162.4,208.5,166.6,205.5,192.5,230.0,161.3,206.9,164.36666666666665,2.1126602503294203,207.5,1.7320508075609813,175.5666666666667,13.589505755055121,214.70000000000002,10.119881422230433
2021-09-01,167.5,206.4,2,3,244,1,35,166.5,207.5,164.1,208.5,191.4,224.8,158.7,202.6,164.33333333333334,2.0599352740612953,208.16666666666666,0.577350269165737,171.23333333333335,11.010661499958827,210.95000000000002,7.0062115297787075
2021-10-01,166.7,201.8,4,4,274,1,39,167.5,206.4,162.4,208.5,176.4,210.9,168.0,206.0,165.46666666666667,2.7024680078258014,207.46666666666667,1.050396750426228,167.25,4.862406811447201,207.88333333333335,1.8914720898470063
2021-11-01,164.1,196.2,0,4,305,1,44,166.7,201.8,166.5,207.5,166.6,205.5,175.8,210.6,166.9,0.5291502622021884,205.23333333333335,3.023794525642679,165.63333333333333,1.9551641022365494,206.36666666666667,2.5295585912704044
2021-12-01,163.1,218.1,2,4,335,1,48,164.1,196.2,167.5,206.4,164.1,208.5,164.9,217.7,166.1,1.7776388834599421,201.46666666666667,5.108163401194967,165.21666666666667,1.9742509127956265,204.8166666666667,4.902822316448929
2022-01-01,162.0,179.9,5,1,1,1,52,163.1,218.1,166.7,201.8,162.4,208.5,181.1,233.6,164.6333333333333,1.8583146486325053,205.36666666666665,11.377316613916785,165.05,2.123911485916415,206.41666666666666,7.3172171395052885
2022-02-01,161.2,177.2,1,1,32,1,5,162.0,179.9,164.1,196.2,166.5,207.5,192.5,230.0,163.06666666666663,1.0503967504339817,198.06666666666663,19.16828978634526,164.98333333333332,2.2274798914186222,201.65,12.885456918557534
2022-03-01,153.2,179.3,1,1,60,1,9,161.2,177.2,163.1,218.1,167.5,206.4,191.4,224.8,162.1,0.9539392014111949,191.73333333333332,22.874075573305888,164.1,2.535350074448787,196.6,15.752714051870596
2022-04-01,158.7,182.6,4,2,91,1,13,153.2,179.3,162.0,179.9,166.7,201.8,176.4,210.9,158.79999999999998,4.866210024237472,178.79999999999998,1.417744687867912,161.71666666666667,4.58929914765574,192.08333333333334,16.257849386270838
2022-05-01,153.3,180.2,6,2,121,1,17,158.7,182.6,161.2,177.2,164.1,196.2,166.6,205.5,157.7,4.092676385934914,179.69999999999996,2.722131517759114,160.38333333333333,3.972614588237008,188.88333333333333,15.847197438874367
2022-06-01,150.4,180.9,2,2,152,1,22,153.3,180.2,153.2,179.3,163.1,218.1,164.1,208.5,155.06666666666666,3.146956201367097,180.69999999999996,1.7058722109165645,158.58333333333334,4.377860969317463,186.21666666666667,15.715395848233218
2022-07-01,154.0,183.5,4,3,182,1,26,150.4,180.9,158.7,182.6,162.0,179.9,162.4,208.5,154.13333333333333,4.212283624510929,181.23333333333332,1.2342339054290512,156.46666666666667,4.806523345066893,180.01666666666665,1.7859637920922844
2022-08-01,152.6,183.6,0,3,213,1,31,154.0,183.5,153.3,180.2,161.2,177.2,166.5,207.5,152.56666666666663,1.9087517736267425,181.5333333333333,1.7387735140927931,155.13333333333333,4.007825678179246,180.61666666666667,2.276327451546636
2022-09-01,155.1,183.9,3,3,244,1,35,152.6,183.6,150.4,180.9,153.2,179.3,167.5,206.4,152.33333333333334,1.8147543451727184,182.66666666666666,1.5307950004198312,153.70000000000002,2.742261840161543,181.6833333333333,1.8060084901973903
2022-10-01,154.9,185.8,5,4,274,1,39,155.1,183.9,154.0,183.5,158.7,182.6,166.7,201.8,153.89999999999998,1.252996408610073,183.66666666666666,0.2081665998908723,154.01666666666665,2.782385068007817,182.45000000000002,1.550161281931214
2022-11-01,155.9,186.7,1,4,305,1,44,154.9,185.8,152.6,183.6,153.3,180.2,164.1,196.2,154.2,1.3892443989412768,184.4333333333333,1.1930353445350887,153.38333333333335,1.7405937684229558,182.98333333333335,2.0740459654177075
